,Unnamed: 0,id,created_at,date,time,timezone,user_id,username,name,tweet,language,link,retweet,sentiment
248,1748,1.26e+18,2020-05-02 01:09:00 Turkey Standard Time,5/2/2020,1:09:00,300,3013803000.0,knomadix,Knomadix,"Teachers and Parents should review and bookmark this page ""COVID-19 (""Coronavirus"") Information and Resources for Schools and School Personnel"" for updates about the Federal mandates regarding #classroom education, delivery of online #learning and more.  https://t.co/3QDdTDjCNA",en,https://twitter.com/knomadix/status/1256344900670566401,False,3
249,223,1.52e+18,2022-05-06 19:58:29 Turkey Standard Time,5/6/2022,19:58:29,300,1673687851.0,johnmorello7,John Morello,@AseyevStanislav @saragoldrickrab Extreme Distance Learning,en,https://twitter.com/JohnMorello7/status/1522621835732566024,False,3
250,199,1.52e+18,2022-05-02 11:39:42 Turkey Standard Time,5/2/2022,11:39:42,300,1.32e+18,zerocovidzoe,Zoe #ZeroCovid Ã°ÂÂÂÃ°ÂÂÂ #MaskUp #FBPE #FBLC,#AD?,en,https://twitter.com/zerocovidzoe/status/1521046762940686336,False,3
251,644,1.52e+18,2022-05-04 14:55:54 Turkey Standard Time,5/4/2022,14:55:54,300,2212252055.0,bwpa_uk,BWPA,"This year there are two BWPA Bristol Groundschool Scholarships available, each covering half the cost of an ATPL (A) or (H) distance learning theory course withÃÂ @bristolgs.  For more information and to apply visit our website Ã¢ÂÂ¡Ã¯Â¸Â  https://t.co/IXvxCCLhIF  #BWPAscholarships  https://t.co/FplJvWHCCA",en,https://twitter.com/BWPA_UK/status/1521820911745351682,False,3
252,678,1.52e+18,2022-05-04 10:14:55 Turkey Standard Time,5/4/2022,10:14:55,300,1.51e+18,edgeworthtwo,Edgeworth II: Edgy Boogaloo,"So I turn up at the course, am the first one today, so I go check which room we're in. My class doesn't show up on the list. Go ask the receptionist. Apparently we're supposed to have distance learning today. Check my emails. No emails regarding this. 1/3",en,https://twitter.com/EdgeworthTwo/status/1521750203094777857,False,0
253,1285,1.52e+18,2022-04-30 01:59:00 Turkey Standard Time,4/30/2022,1:59:00,300,10170612.0,jurczyk,Joe Jurczyk,Check out the latest E-Learning news and resources at  https://t.co/cd9mD2V90H (updated daily) #elearning #distancelearning #onlinelearning #school #virtuallearning #cbt #wbt #college #university #onlinedegree Thanks to @datanami #education #edtech,en,https://twitter.com/jurczyk/status/1520175847424114691,False,3
254,54,1.52e+18,2022-05-08 18:41:00 Turkey Standard Time,5/8/2022,18:41:00,300,9.59e+17,edhacked,EdHacked,"A great #remoteteaching tool, using your phone as a recorder for digital lessons.  #Education #EdChat #DistanceLearning #ElemChat #K12 #Edchateu #edchatuk   https://t.co/bgYqii5125",en,https://twitter.com/edhacked/status/1523327112157052928,False,2
255,1683,1.28e+18,2020-07-04 20:47:00 Turkey Standard Time,7/4/2020,20:47:00,300,1.24e+18,buzz_corona,CoronaBuzz,COVID-19: Online Learning Hub Launched By Connecticut Department of Education (New Canaan Daily Voice)  -  https://t.co/e45gtVnPVj #coronavirus #education #Connecticut,en,https://twitter.com/buzz_corona/status/1279471789639426050,False,1
256,8,1.52e+18,2022-05-09 10:25:39 Turkey Standard Time,5/9/2022,10:25:39,300,130210388.0,lovegaelic,Learn Gaelic with Ann Desseyn - Nic a' ChÃÂ¹bair,Madainn mhath! Subscribe to us on YouTube never to miss new videos being added and share our free #GÃÂ idhlig learning resources with other learners. #lovegaelic #lovegÃÂ idhlig #learngaelic  #Gaelic #distancelearning #OuterHebrides #lovegaeliclifestyle   https://t.co/V7pmrTeHa2,en,https://twitter.com/LoveGaelic/status/1523564843139158016,False,3
257,1988,1.52e+18,2022-05-06 20:15:01 Turkey Standard Time,5/6/2022,20:15:01,300,33633067.0,medscapecme,Medscape Education,"Learn through this activity on how to combat misinformation and provide guidance to healthcare professionals on current and controversial public health topics such as COVID-19 and gun safety, for better patient education.  https://t.co/ME2XempTlh  https://t.co/xmlaWwA7Df",en,https://twitter.com/MedscapeCME/status/1522625998398930945,False,3
258,111,1.52e+18,2022-05-07 23:09:06 Turkey Standard Time,5/7/2022,23:09:06,300,27265230.0,galinash,"Galina Esther Shubina, my coffee is my own",@faktuellt @sydsvenskan I didn't read but how would it work in Sweden as those age groups didn't have distance learning? Suck,en,https://twitter.com/galinash/status/1523032195799023616,False,0
259,1385,1.52e+18,2022-04-29 12:07:08 Turkey Standard Time,4/29/2022,12:07:08,300,140010965.0,eca_edinburgh,Edinburgh College of Art,Considering an #online Masters? Book now to find out more about our MSc in Digital Media Design in next month's #online learning #OpenDays!  https://t.co/83kar3micu #onlinelearning #distancelearning  https://t.co/NzhZIHh6Md,en,https://twitter.com/eca_edinburgh/status/1519966503386419201,False,3
260,355,1.52e+18,2022-05-06 07:43:56 Turkey Standard Time,5/6/2022,7:43:56,300,162753440.0,effjayem,Farah Mendlesohn,Does anyone know of a university (university level) archeology course by distance learning?,en,https://twitter.com/effjayem/status/1522436981409603585,False,3
261,864,1.52e+18,2022-05-02 20:38:56 Turkey Standard Time,5/2/2022,20:38:56,300,96790634.0,oxnardunion,OxnardUnion,A big congratulations to @cihs_raiders who was awarded the Pivotal Practice Award by the California State Board of Education! They were the only HS in Ventura County to be recognized. This award recognizes schools that demonstrated exceptional work during distance learning.  https://t.co/3UwaKGasps,en,https://twitter.com/OxnardUnion/status/1521182465473519616,False,2
262,1859,1.52e+18,2022-05-09 07:52:44 Turkey Standard Time,5/9/2022,7:52:44,300,2449625713.0,mariannedavid24,Marianne David,"Covid-19-induced school closures have significantly obstructed access to, participation in, and quality of learning in Sri Lanka  Student nutrition a matter of concern  #lka #SriLanka #education   https://t.co/jb9LVxL0Ev",en,https://twitter.com/MarianneDavid24/status/1523526359468830722,False,0
263,1798,1.31e+18,2020-09-30 13:02:00 Turkey Standard Time,9/30/2020,13:02:00,300,1114787298.0,adb_europe,ADB Europe,This @adbpublications outlines lessons and opportunities to improve online #learning modalities based on the experiences of #SriLanka on the transition to online tertiary education due to the coronavirus disease (COVID-19) pandemic.  https://t.co/Enp4yMifUm,en,https://twitter.com/ADB_Europe/status/1311244901280108544,False,1
264,398,1.52e+18,2022-05-06 00:23:00 Turkey Standard Time,5/6/2022,0:23:00,300,257312159.0,robes_25,The great Robes Ã°ÂÂÂ,"In this Future View, students debate if distance learning is a good trend for traditional college education   https://t.co/jdWQFGYdQX via @WSJOpinion",en,https://twitter.com/Robes_25/status/1522326015527165952,False,3
265,949,1.52e+18,2022-05-02 09:08:21 Turkey Standard Time,5/2/2022,9:08:21,300,2520259915.0,headlinesot,The Headlines of Today,Educate Online enters the Indian market to boost local quality distance learningÃÂ opportunities  https://t.co/CFXlwXgBrR,en,https://twitter.com/HeadlinesOT/status/1521008672968744960,False,3
266,1135,1.52e+18,2022-04-30 09:39:01 Turkey Standard Time,4/30/2022,9:39:01,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Jeanette Marinez just unlocked the ""Distance Learning"" badge.  https://t.co/9BCTbBVJex #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291617013309440,False,1
267,1538,1.52e+18,2022-05-09 10:01:12 Turkey Standard Time,5/9/2022,10:01:12,300,7.28e+17,scottstewartmp,Scott Stewart MP,Unfortunately I've tested positive to COVID today after arriving in Brisbane for parliament. It's a shame I won't be able to fight for Townsville from parliament but I will be isolating and resting up to make sure I am fit and ready to go next week.  https://t.co/b4wFJ7FJOK,en,https://twitter.com/ScottStewartMP/status/1523558690045173760,False,0
268,139,1.52e+18,2022-05-02 13:40:03 Turkey Standard Time,5/2/2022,13:40:03,300,1.5e+18,omnigrads,omnigrads,Ã°ÂÂÂÃ°ÂÂÂ Get Direct Admission Online &amp; Start Your yearly courseÃ°ÂÂÂÃ°ÂÂÂ #DistanceEducation #GraduateCourse #PostGraduatecourse #bachelor #post #graduation #OnlineEducation #onlinestudy #postgraduate #education #Distance #MBA  https://t.co/MEnEje1iWT,en,https://twitter.com/omnigrads/status/1521077050328502272,False,3
269,214,1.52e+18,2022-05-06 21:15:15 Turkey Standard Time,5/6/2022,21:15:15,300,8.84e+17,cwconbot,CWCONBOT,Distance Learning Perspectives on the Design and Apprehension in TWUMOO Early Adopting Institutions Mysteries Mayhem and,en,https://twitter.com/cwconbot/status/1522641154419957767,False,3
270,148,1.52e+18,2022-05-07 14:09:14 Turkey Standard Time,5/7/2022,14:09:14,300,1.48e+18,uni_______que,FareedahÃ°ÂÂÂ¹Ã°ÂÂÂ¹Ã°ÂÂÂ¹,"Walahi, deep down I don't want to go back to school, the 20+ hours of journey and the insecurity is removing every iota of returning back to school in me Ã°ÂÂÂ«Ã°ÂÂÂ«Ã°ÂÂÂ«  Can we just do distance learning please Ã°ÂÂÂ«",en,https://twitter.com/Uni_______Que/status/1522896333899710464,False,0
271,1288,1.52e+18,2022-04-30 01:28:34 Turkey Standard Time,4/30/2022,1:28:34,300,28902082.0,montymiff,montymiff:,"@salyercalvin1 @AykmPal26063675 @ElectSteph Did the staff keep in doing distance learning? Did they shut off power and water and fire support staff and get a tax holiday?  If so, you might have a point.Ã°ÂÂ¤Â But  I'll bet the local gov't would find som",en,https://twitter.com/montymiff/status/1520168190479048704,False,2
272,163,1.52e+18,2022-05-02 13:00:48 Turkey Standard Time,5/2/2022,13:00:48,300,9.44e+17,crayolaedu,Crayola Education,"Teachers, you do so much for your students, it's time you treat yourself. Ã°ÂÂÂÃ°ÂÂÂÃ¯Â¸Â This week only, get a free gift* (your choice!) with any $20 @Crayola online purchase.   We appreciate you, teachers! Ã°ÂÂ¤ÂÃ°ÂÂÂ  Shop here:  https://t.co/2NUs193FC1   *Free gifts are while supplies last.  https://t.co/WKwtHLyTJj",en,https://twitter.com/CrayolaEdu/status/1521067172042317827,False,3
273,1460,1.52e+18,2022-05-04 00:20:07 Turkey Standard Time,5/4/2022,0:20:07,300,138477711.0,kelcomradio,KELCOM Radio,"There is still time to apply for grant funding opportunities under the #Coronavirus Aid, Relief, and Economic Security (#CARES) Act in #education, #healthcare and #transportation! Check out @MotoSolutions' grant summary guides for more information.  https://t.co/XnaJncODqB  https://t.co/0rbWaASqdD",en,https://twitter.com/kelcomradio/status/1521600516853276674,False,3
274,580,1.52e+18,2022-05-04 20:26:14 Turkey Standard Time,5/4/2022,20:26:14,300,241321916.0,boynebound,Terri Denhof,@RichSementa Says the woman who promoted and preferred at home distance learning.,en,https://twitter.com/boynebound/status/1521904046621167617,False,0
275,115,1.52e+18,2022-05-02 14:49:01 Turkey Standard Time,5/2/2022,14:49:01,300,311970046.0,cheetahplains,LethaboÃ°ÂÂÂ,@john_skimo Try @MilparkEd and study while you work. Online education is what i am interested in. I don't want to go back to full time university,en,https://twitter.com/CheetahPlains/status/1521094405398085643,False,2
276,194,1.52e+18,2022-05-07 00:35:29 Turkey Standard Time,5/7/2022,0:35:29,300,366640610.0,dlsii,Distance Learning Systems,Distance Learning Systems is honored to have been chosen as a top pick for the best Indiana based EdTech companies by  https://t.co/oMiLwLB300 (EdTech Newsletter).   https://t.co/OhamvCgzFw,en,https://twitter.com/DLSII/status/1522691545270525952,False,2
277,1389,1.52e+18,2022-04-29 11:33:02 Turkey Standard Time,4/29/2022,11:33:02,300,155741488.0,getdistleajobs,GetDistLeaJobs,"Remote Editor K 2 ELA - #Austell , GA ( https://t.co/UV6REL5uhl) Get Distance Learning Jobs",en,https://twitter.com/GetDistLeaJobs/status/1519957922129793024,False,3
278,127,1.52e+18,2022-05-07 20:34:31 Turkey Standard Time,5/7/2022,20:34:31,300,8.42e+17,irotheloser,iro,Distance learning wild asf frfr,en,https://twitter.com/irotheloser/status/1522993292031533061,False,2
279,266,1.52e+18,2022-05-06 16:23:04 Turkey Standard Time,5/6/2022,16:23:04,300,8.06e+17,dtrennevzw,Dan Renne,Improve distance learning for special education using technology. Learn how. #VTeam  https://t.co/krIR6uecbg  https://t.co/pDcUJmzHYe,en,https://twitter.com/dtrennevzw/status/1522567624403550219,False,3
280,802,1.52e+18,2022-05-03 10:22:20 Turkey Standard Time,5/3/2022,10:22:20,300,4188713308.0,amandaquirky,Amanda Ã°ÂÂÂºÃ°ÂÂÂ¦ trans rights = human rights,"@morecowbellllll @HolSmale @SvladCjelli42 @autisticbutter1 I self-dx'd a few years ago.  Dx in 2020, at 37.  It gave me the push to go to back to uni (part-time, distance learning) and I'm now doing my psychology MSc.  I want to provide useful therapy for",en,https://twitter.com/AmandaQuirky/status/1521389680021098497,False,2
281,1731,1.26e+18,2020-05-21 14:00:00 Turkey Standard Time,5/21/2020,14:00:00,300,125701433.0,caledonnews,CaledonEnterprise,#learnfromhome Critics of the provinceÃ¢ÂÂs original e-learning plan worry about the role mandatory online learning will play in post-COVID-19 education #learnathome #remotelearning #education #COVID19 #coronavirus  https://t.co/4SPIBYFIHk,en,https://twitter.com/CaledonNews/status/1263424296518447105,False,0
282,131,1.52e+18,2022-05-02 14:04:00 Turkey Standard Time,5/2/2022,14:04:00,300,17677436.0,blendlocal,BLEND,"Starting your week off with some smile-worthy content...    Our BLEND Bucharest team donated PCs, TVs and electronics to aid children in need with their online education. Proud of our team for taking the initiative to give back locally!  #lifeatBLEND #bucharest #givingback #edu  https://t.co/l2cuBwIeTP",en,https://twitter.com/BLENDLocal/status/1521083077409312768,False,2
283,709,1.52e+18,2022-05-04 01:07:37 Turkey Standard Time,5/4/2022,1:07:37,300,366640610.0,dlsii,Distance Learning Systems,We have 100% online college courses!  Try A Free Demo Course at  https://t.co/6rykbIRSsI  https://t.co/sJg183xXaI,en,https://twitter.com/DLSII/status/1521612467683700736,False,3
284,1618,1.36e+18,2021-02-17 17:01:12 Turkey Standard Time,2/17/2021,17:01:12,300,1.24e+18,buzz_corona,CoronaBuzz,The Guardian: The future of online learning: the long-term trends accelerated by Covid-19 -  https://t.co/5bUXtUtfXr  #coronavirus #education #distancelearning,en,https://twitter.com/buzz_corona/status/1362039397651202048,False,1
285,193,1.52e+18,2022-05-07 00:45:05 Turkey Standard Time,5/7/2022,0:45:05,300,26752156.0,edsource,EdSource,"Moussa Owaidat, a senior in Konocti Unified in Lake County was doing fairly well in high school before the pandemic hit, but he floundered in distance learning. #caedu #edchat #classof2022 #seniors @CADeptEd",en,https://twitter.com/EdSource/status/1522693961483046912,False,3
286,1151,1.52e+18,2022-04-30 09:39:01 Turkey Standard Time,4/30/2022,9:39:01,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Johann Villanueva just unlocked the ""Distance Learning"" badge.  https://t.co/dINSZb4hID #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291615763427328,False,1
287,1948,1.52e+18,2022-05-07 12:30:00 Turkey Standard Time,5/7/2022,12:30:00,300,567289542.0,saudi_gazette,Saudi Gazette,The International Conference and Exhibition for Education (ICEE 2022) Ã¢ÂÂ to be organized by the Ministry of Education between May 8 and 11 Ã¢ÂÂ will witness 11 scientific sessions reviewing COVID-19 challenges and ways to deal with epidemics  https://t.co/UwOxJP7hya,en,https://twitter.com/Saudi_Gazette/status/1522871362045595650,False,3
288,1512,1.52e+18,2022-04-29 11:21:55 Turkey Standard Time,4/29/2022,11:21:55,300,9.16e+17,woodyoubeliveit,AD,@C_Fitz_ @duponline @bbctheview Yet theyÃ¢ÂÂre the only party who tried to oppose the hugely damaging coronavirus regulations that helped create this cost of living crisis. Im no fan of the DUP but they attempted to protect the economy and education whe,en,https://twitter.com/Woodyoubeliveit/status/1519955122071166978,False,0
289,1565,1.52e+18,2022-05-09 10:00:48 Turkey Standard Time,5/9/2022,10:00:48,300,1.41e+18,tommycarullo,Tommy,@jacksmeboy @WestCoastEagles It does matter when you are an elite athlete and catching Covid makes you unavailable to play or train and then it takes 1-2 weeks to build you back up to play again.   Not to mention 5/7 of those guys are fighting to stay on ,en,https://twitter.com/TommyCarullo/status/1523558589256052741,False,0
290,1156,1.52e+18,2022-04-30 09:39:01 Turkey Standard Time,4/30/2022,9:39:01,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Andrea Alcaraz just unlocked the ""Distance Learning"" badge.  https://t.co/AuijBwFBJR #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291615486611457,False,1
291,1837,1.49e+18,2022-02-05 17:00:01 Turkey Standard Time,2/5/2022,17:00:01,300,9.72e+17,insidearabia,Inside Arabia,"COVID-19 offers lessons for the future of medical education in #Morocco, such as a role for distance learning.  Ã¢ÂÂÃ¯Â¸ÂBy Austin Bodetti  #coronavirus   https://t.co/F5bLR4lcXJ",en,https://twitter.com/InsideArabia/status/1489962015808540676,False,1
292,519,1.52e+18,2022-05-05 08:47:30 Turkey Standard Time,5/5/2022,8:47:30,300,402618980.0,welshboy_mark,Welshboy Mark Ã°ÂÂÂ´Ã³Â ÂÂ§Ã³Â ÂÂ¢Ã³Â ÂÂ·Ã³Â ÂÂ¬Ã³Â ÂÂ³Ã³Â ÂÂ¿Ã°ÂÂÂªÃ°ÂÂÂºÃ°ÂÂÂ,@toryboypierce Why?  I did my MSc fully remotely on a distance learning course. Passing with merit in 2014.  I've been primarily home based for 14 years. (In the office once a month)  It works extremely well for me and my company.,en,https://twitter.com/Welshboy_Mark/status/1522090591420661761,False,2
293,1236,1.52e+18,2022-04-30 09:37:14 Turkey Standard Time,4/30/2022,9:37:14,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Nathan Hernandez just unlocked the ""Distance Learning"" badge.  https://t.co/N3vlvCo3WD #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291167132282880,False,1
294,1338,1.52e+18,2022-04-29 17:41:00 Turkey Standard Time,4/29/2022,17:41:00,300,17193878.0,dontquitu,American Academy of Distance Learning,"Dickinson is Back, PartÃÂ 2  https://t.co/DzwE9JBd1S",en,https://twitter.com/DontQuitU/status/1520050523193417729,False,3
295,504,1.52e+18,2022-05-05 11:49:40 Turkey Standard Time,5/5/2022,11:49:40,300,1.47e+18,idl_knust,IDL Students Association - KNUST,"The student body of Distance Learning Students Association together with it's executives would like to wish our Honourables, Master Emmanuel Akoh and Master Micheal Asiamah blessed birthdays. We are glad to have you both as members of the leadership...  #KNUST #DLSA #KNUSTIDL  https://t.co/7B9CIeLypg",en,https://twitter.com/IDL_KNUST/status/1522136432172838913,False,2
296,649,1.52e+18,2022-05-04 14:01:10 Turkey Standard Time,5/4/2022,14:01:10,300,2359843225.0,pharostutors,PharosTutors,Are you thinking about taking a #Genealogy course with us? HereÃ¢ÂÂs how Pharos courses work.  https://t.co/lGT3apt3Qt #FamilyHistory #DistanceLearning #OnlineCourses #GenealogyCourses  https://t.co/sKALcLjczp,en,https://twitter.com/PharosTutors/status/1521807139223789569,False,3
297,16,1.52e+18,2022-05-02 18:03:01 Turkey Standard Time,5/2/2022,18:03:01,300,96888699.0,hksexeced,HKS Exec Education,"Faculty Chair @ERosenbach discusses key reasons to attend the #HKSEE online program Senior Executives in National and International Security. Apply by May 6, 2022.  https://t.co/FoWKcHYUpc",en,https://twitter.com/HKSExecEd/status/1521143229088940032,False,1
298,71,1.52e+18,2022-05-08 13:00:01 Turkey Standard Time,5/8/2022,13:00:01,300,1.27e+18,thepostph,The Philippine Online Student Tambayan,The University of Santo Tomas will hold face-to-face commencement exercises and Baccalaureate Mass after two years of distance learning. | Read more:  https://t.co/M0ObUlNITj  https://t.co/HURwIbJtHC,en,https://twitter.com/thepostph/status/1523241303416393729,False,3
299,1676,1.28e+18,2020-07-11 08:18:10 Turkey Standard Time,7/11/2020,8:18:10,300,1453270633.0,hillbeverlyhill,Bev,"Coronavirus opens education's digital divide, as COVID-19 forces schools into online learning - ABC News  https://t.co/Eh8XB3Vkgk",en,https://twitter.com/HillBeverlyhill/status/1281820053781000193,False,0
300,80,1.52e+18,2022-05-08 10:49:57 Turkey Standard Time,5/8/2022,10:49:57,300,1.1e+18,aiou_help,AIOU Help,Last date to get admissions in AIOU is 09-05-2022 apply online at  https://t.co/Pi0G0Dopbm Get your self enrolled for distance learning experience #AIOU  @OfficialAIOU @aiou_drs  @distancelearning #AIOUadmissions  #spring2022  https://t.co/6nYKsZie9A,en,https://twitter.com/AIOU_Help/status/1523208570543558656,False,3
301,233,1.52e+18,2022-05-06 19:29:26 Turkey Standard Time,5/6/2022,19:29:26,300,1895558150.0,a2pacalypsenow,Alex Alex,@_andwut_ LMFAO #distancelearning #distancerunningmemes #distancerunning #distancerunner #distancelove #distancehealing  https://t.co/G7nUzVMtfU,en,https://twitter.com/a2pacalypseNOW/status/1522614524083421185,False,3
302,957,1.52e+18,2022-05-02 07:19:15 Turkey Standard Time,5/2/2022,7:19:15,300,2868402510.0,studyfromhomenz,Study from Home,"Meet Study From Home graduate Jack, who recently landed a role with Air New Zealand! We spoke to Jack about his time with Study From Home, his new role, and his advice for anyone considering tourism as a career.ÃÂ   https://t.co/JFUBFeVDZh #SFHblog #studyfromhome #distancelearning",en,https://twitter.com/StudyfromHomeNZ/status/1520981219927900160,False,3
303,1630,1.34e+18,2020-12-10 08:08:31 Turkey Standard Time,12/10/2020,8:08:31,300,1.34e+18,s_sudan_refugee,South Sudanese Refugee Education in Uganda,"There have been major setbacks for refugee education in Uganda due to the COVID-19 pandemic. According to a new UNICEF report, approximately 500 million children struggled to receive access to distance learning during the coronavirus shutdown (Nakirya, 2020).",en,https://twitter.com/s_sudan_refugee/status/1336900581319958529,False,0
304,400,1.52e+18,2022-05-06 00:11:31 Turkey Standard Time,5/6/2022,0:11:31,300,1.39e+18,dave99117584,Dadx2,@choo_ek @tylerblack32 What an awful tweet. Imagine if your kid is one of the one's harmed by distance learning. You also don't take into account degree of harm vs benefit.  You should delete this poorly thought out tweet.,en,https://twitter.com/Dave99117584/status/1522323128701005824,False,0
305,157,1.52e+18,2022-05-07 10:43:24 Turkey Standard Time,5/7/2022,10:43:24,300,2349680286.0,trainingitc,ITC Online Training,Have you ever wondered why airline route maps look the way they do? HereÃ¢ÂÂs the answer.  https://t.co/6XevUKb8a4 #airlineroutemaps #travel #ITConlinetraining #distancelearning,en,https://twitter.com/TrainingITC/status/1522844532575981568,False,3
306,372,1.52e+18,2022-05-06 04:54:52 Turkey Standard Time,5/6/2022,4:54:52,300,444097311.0,jryanahrens,THE Jman,@FrogWizard420 @AbhorsPolitics @LobsterPosture @wyatt_privilege That's not the same at all but cool link I guess?  Not a single chiropractic school can be attended via distance learning.  Nice try though.,en,https://twitter.com/jryanahrens/status/1522394434347929601,False,0
307,890,1.52e+18,2022-05-02 18:09:47 Turkey Standard Time,5/2/2022,18:09:47,300,115501905.0,pa_distance,PA Distance Learning Charter School,"3rd-grader Alice McCoy and her mother, Lis McCoy first experienced virtual learning during the height of the COVID-19 pandemic in 2020.  https://t.co/rLonDBYWzY",en,https://twitter.com/PA_Distance/status/1521144931900870656,False,3
308,302,1.52e+18,2022-05-06 13:49:00 Turkey Standard Time,5/6/2022,13:49:00,300,130210388.0,lovegaelic,Learn Gaelic with Ann Desseyn - Nic a' ChÃÂ¹bair,"NEW! The PDF is now available for our Gaelic Grammar course,  https://t.co/jo2J3jkaSf  #lovegaelic #lovegÃÂ idhlig #learngaelic #GÃÂ idhlig #Gaelic #distancelearning #OuterHebrides #lovegaeliclifestyle  https://t.co/b7oHoKpPTK",en,https://twitter.com/LoveGaelic/status/1522528852165152768,False,3
309,988,1.52e+18,2022-05-01 18:27:26 Turkey Standard Time,5/1/2022,18:27:26,300,289692291.0,frankhghtwr,Frank Hightower,"@ShepGoesBlep As a teacher, the one thing I love about COVID distance learning is that I don't have to fret about this, I can blame the computer's random order",en,https://twitter.com/FrankHghTwr/status/1520786984981172225,False,2
310,106,1.52e+18,2022-05-02 15:01:23 Turkey Standard Time,5/2/2022,15:01:23,300,625659682.0,wg_education,Welsh Government Education,Hay Festival Free Programme for schools  Thursday 26 and Friday 27 May   Sign up for this year's free programme for a chance to see some of the world's most inspiring writers in-person and online:   https://t.co/BK8uSM56Ko  @hayfestival  https://t.co/zNkwnTcl1A,en,https://twitter.com/WG_Education/status/1521097517252894722,False,3
311,182,1.52e+18,2022-05-07 04:56:32 Turkey Standard Time,5/7/2022,4:56:32,300,330826792.0,rapplerdotcom,Rappler,Teachers now have to compete with social media as source of information. The distance learning setup makes it difficult for them to guide students immersed in false information online.  Read this in-depth piece by Bonz Magsambol:   https://t.co/TzVv15McYe,en,https://twitter.com/rapplerdotcom/status/1522757239555215360,False,3
312,807,1.52e+18,2022-05-03 09:39:12 Turkey Standard Time,5/3/2022,9:39:12,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Noemi Diaz just unlocked the ""Distance Learning"" badge.  https://t.co/p486WdGsDt #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1521378825988304896,False,1
313,394,1.52e+18,2022-05-06 01:19:00 Turkey Standard Time,5/6/2022,1:19:00,300,28413708.0,vsgi_video,VSGi,"VSGi designs #distancelearning solutions that allow you to reliably deliver borderless education options. More effectively engage your students, extend your reach, and expand your offerings while reducing administrative costs and improving productivity.  https://t.co/KUBh735SD3",en,https://twitter.com/VSGi_Video/status/1522340108011286528,False,2
314,1302,1.52e+18,2022-04-29 22:03:42 Turkey Standard Time,4/29/2022,22:03:42,300,407821881.0,itcelearning,Instructional Technology Council,Learn about ITC's #microcredential courses for #professionaldevelopment Learn from #distancelearning #leaders.  https://t.co/UsIDmqT0Nf,en,https://twitter.com/ITCeLearning/status/1520116633687277569,False,3
315,532,1.52e+18,2022-05-05 03:41:26 Turkey Standard Time,5/5/2022,3:41:26,300,281325407.0,pamelabanting,"Pamela Banting, PhD",@helencsadowski @Frazzling @jkenney Trying to force professors at a Distance Learning university to live in Athabasca to mask the UCPÃ¢ÂÂs disastrous mismanagement of the economy.,en,https://twitter.com/PamelaBanting/status/1522013565871218690,False,0
316,1378,1.52e+18,2022-04-29 13:00:28 Turkey Standard Time,4/29/2022,13:00:28,300,277393927.0,eddevtrust,Education Development Trust,How did schools in #Jordan adjust to the sudden shift to distance learning and what can we learn from the countryÃ¢ÂÂs approach to inclusive #education during the pandemic? Find out more about Jordan's innovative Learning Bridges programme:  https://t.co/0Dtd2Zcjsr  https://t.co/If1wcJNQXz,en,https://twitter.com/EdDevTrust/status/1519979925905813507,False,1
317,1415,1.52e+18,2022-05-07 17:27:00 Turkey Standard Time,5/7/2022,17:27:00,300,2872659972.0,educationnews_b,Education Briefly,"In states where COVID-19 cases are again on the rise, schools weigh... ( https://t.co/QvjCbdv1Oh)  In states where coronavirus cases are once again on the rise, local officials and schools ar...  Add your highlights:  https://t.co/Fyz0EtWc0m  #Education",en,https://twitter.com/EducationNews_b/status/1522946103385092097,False,0
318,793,1.52e+18,2022-05-03 11:55:03 Turkey Standard Time,5/3/2022,11:55:03,300,155885748.0,openstudycoll,Open Study College,"Thinking about studying a GCSE from home? Whether it's to help your career or simply to learn something new, our range of GCSE courses can help! Take a look at our GCSE prospectus here: https://t.co/hVACQUxvYD Ã°ÂÂÂ  #openstudycollege #GCSEs #distancelearning  https://t.co/rxZqrm8LAL",en,https://twitter.com/OpenStudyColl/status/1521413012128731136,False,3
319,1177,1.52e+18,2022-04-30 09:39:01 Turkey Standard Time,4/30/2022,9:39:01,300,8.95e+17,oxnarduexpress,Oxnard Union Express,"Elsa Mendoza Hernandez just unlocked the ""Distance Learning"" badge.  https://t.co/MajJ25v2Gz #SmarterThingsOUHSD",en,https://twitter.com/OxnardUExpress/status/1520291613645303810,False,1
320,90,1.52e+18,2022-05-08 07:41:13 Turkey Standard Time,5/8/2022,7:41:13,300,2868402510.0,studyfromhomenz,Study from Home,"If you're thinking of working in the exciting world of travel and tourism, now is the time to study towards your dream job! Get in touch with us today to talk about the best study pathway for you.ÃÂ   https://t.co/ufg05lq4LSÃÂ  #tourismcareer #studyfromhome #distancelearning",en,https://twitter.com/StudyfromHomeNZ/status/1523161074727636993,False,3
